product_id,brand,rating,anger,disgust,fear,joy,neutral,sadness,surprise,vader_score,textblob_score,BERT_sentiments,s_positive,s_neutral,s_negative
491165096,Welldone,1,0.11210810600000001,0.11524970000000001,0.112125318,0.11479418200000001,0.5048353959999999,0.027069311,0.01506415,-0.5254608573299259,-0.7313911818250588,negative,0.113109819076573,0.9970781570816617,0.7321226068429558
229186105,Healthy Innovation,2,0.110333516,0.11339518400000001,0.114735952,0.122301826,0.543377554,0.027039385,0.010711643,-0.7524357818033881,-0.657033714585396,negative,0.1284487180931914,0.9924154004894702,0.6444702771210337
626538288,Healthy Innovation,5,0.129080845,0.111378558,0.110760984,0.12231452100000001,0.543377554,0.016659132,0.023332268,-0.1219291828216483,0.459915924140243,positive,0.9142365159514699,0.391742617167839,0.3863231730764659
317602877,Healthy Innovation,2,0.125135162,0.12345512,0.11934035700000001,0.120556681,0.543377554,0.015388358,0.023385142,-0.8820972074139225,-0.7119127595563403,negative,0.04878358167317309,0.991588408870274,0.745860038627012
317602877,Healthy Innovation,3,0.110378908,0.11154965900000001,0.128598712,0.11632009400000001,0.543377554,0.017524588,0.011325804,-0.15267651613206956,0.2608329159216993,positive,0.8245140468968338,0.9911264318213037,0.8755112265526162
491037254,Welldone,5,0.110032875,0.119002197,0.122091482,0.618958873,0.5048353959999999,0.018838157,0.024792159,-0.06906964476308727,-0.2587878035019118,positive,0.01751599086206224,0.298841598941207,0.1760954713305947
491037254,Welldone,4,0.11468999,0.112128235,0.12462020700000001,0.129246015,0.485051935,0.011263766,0.025431777,-0.03054255782726177,0.3513672815295737,negative,0.2886855955306381,0.988065566652774,0.6030643061705165
317602877,Healthy Innovation,5,0.12446143300000001,0.115479776,0.112613453,0.10893224,0.543377554,0.015664382,0.023186563,0.4998941845460299,0.07274196271613037,positive,0.6569838575644931,0.398196919044614,0.0826714659931018
491165096,Welldone,3,0.124008636,0.126246524,0.12078382200000001,0.12773884200000002,0.5048353959999999,0.011828525,0.019602525,-0.6208977944645341,-0.8086371162569745,negative,0.1843709206789632,0.9812363743443039,0.8166821754507181
491083590,Welldone,1,0.12742503300000002,0.11114473400000001,0.12402727100000001,0.118092901,0.5048353959999999,0.024588309,0.012968034,-1.0,-0.5176984221915002,negative,0.3728486371889345,0.980516822001106,0.6630073461417759
